ID,Store ID,Location,Season,Product,Total Price,Base Price,Units Sold
63,8094,Mumbai,Autumn,Umbrella,223.8382,259.7429,75
64,8317,Kolkata,Winter,Ice Cream,103.4592,108.5303,20
65,8317,Delhi,Summer,Cold Drinks,57.3548,66.3766,275
66,8121,Kolkata,Summer,Rice,112.6805,117.2919,64
67,8058,Kolkata,Monsoon,Umbrella,191.4591,211.9327,256
68,8058,Mumbai,Summer,Sunscreen,123.4439,137.6628,229
69,8512,Jaipur,Winter,Water Bottle,218.574,237.3171,45
70,8745,Hyderabad,Summer,Ice Cream,47.3256,47.6894,270
71,8095,Chennai,Monsoon,Water Bottle,259.3864,280.2752,73
72,8121,Kolkata,Summer,Sweater,602.8091,607.9256,21
73,8091,Chennai,Autumn,Sweater,533.7978,587.7371,138
74,8091,Kolkata,Monsoon,Sunscreen,340.9382,350.3759,32
75,8317,Bangalore,Autumn,Cold Drinks,41.75,44.2859,110
76,8091,Delhi,Autumn,Water Bottle,268.6308,298.1164,132
77,8218,Pune,Autumn,Water Bottle,286.0938,302.9559,118
78,8121,Chennai,Summer,Sunscreen,454.0094,487.0322,205
79,8218,Jaipur,Autumn,Umbrella,362.5925,397.6263,60
80,8091,Pune,Autumn,Heater,2529.7093,2707.6565,78
81,8091,Pune,Summer,Ice Cream,139.1041,160.7269,237
82,8091,Hyderabad,Autumn,Jacket,645.7586,656.0397,178
83,8512,Kolkata,Summer,Umbrella,155.1761,172.8217,43
84,8856,Jaipur,Autumn,Umbrella,235.6816,273.2564,48
85,8094,Chennai,Summer,Sweater,612.6261,636.2592,36
86,8218,Pune,Summer,Sunscreen,255.6738,297.7681,209
87,8317,Kolkata,Monsoon,Ice Cream,121.7273,127.3465,54
88,8512,Mumbai,Winter,Water Bottle,240.3696,277.8298,78
89,8745,Kolkata,Autumn,Water Bottle,203.5731,206.9285,81
90,8023,Kolkata,Summer,Raincoat,538.8418,594.6558,20
91,8058,Chennai,Summer,Ice Cream,190.4444,197.7602,215
92,8512,Pune,Monsoon,Raincoat,427.7127,482.0337,239
93,8222,Hyderabad,Monsoon,Cold Drinks,78.593,91.5527,100
94,8121,Kolkata,Monsoon,Jacket,947.7468,995.3693,51
95,8218,Jaipur,Summer,Raincoat,363.4168,374.5343,28
96,8634,Kolkata,Monsoon,Sunscreen,116.0337,117.3603,36
97,8023,Chennai,Monsoon,Umbrella,364.2605,392.3256,273
98,8091,Hyderabad,Monsoon,Rice,91.5645,97.6535,132
99,8222,Mumbai,Monsoon,Water Bottle,377.8087,384.1317,113
100,8121,Chennai,Summer,Heater,1111.1431,1173.2958,17
101,8317,Chennai,Winter,Sunscreen,488.7449,489.7579,48
102,8218,Mumbai,Summer,Sweater,535.625,601.3909,44
103,8745,Bangalore,Summer,Raincoat,556.0609,579.92,40
104,8218,Delhi,Winter,Heater,2545.121,2728.6553,275
105,8222,Jaipur,Summer,Raincoat,523.2208,524.2213,18
106,8401,Kolkata,Winter,Jacket,1148.0829,1175.9315,172
107,8091,Delhi,Summer,Umbrella,156.3198,183.463,47
108,8512,Mumbai,Summer,Sunscreen,465.4018,498.6547,274
109,8023,Kolkata,Winter,Water Bottle,178.0409,200.9122,58
110,8745,Mumbai,Monsoon,Sweater,393.9182,414.3214,43
111,8512,Pune,Autumn,Ice Cream,136.842,147.4517,78
112,8094,Bangalore,Winter,Rice,86.982,93.1144,130
113,8401,Mumbai,Summer,Ice Cream,151.6626,160.822,281
114,8401,Bangalore,Monsoon,Raincoat,445.5958,446.9055,298
115,8095,Delhi,Winter,Umbrella,339.2774,376.0397,40
116,8091,Jaipur,Monsoon,Ice Cream,118.1627,123.7764,38
117,8317,Jaipur,Summer,Water Bottle,280.3851,326.0537,138
118,8095,Hyderabad,Summer,Cold Drinks,71.9745,76.1627,218
119,8094,Pune,Summer,Ice Cream,52.7924,60.4873,236
120,8121,Chennai,Autumn,Sweater,465.5133,472.8336,107
121,8401,Kolkata,Autumn,Cold Drinks,93.8473,106.2129,90
122,8023,Delhi,Autumn,Water Bottle,117.965,136.6434,108
123,8023,Mumbai,Autumn,Water Bottle,318.2982,366.1495,147
124,8634,Bangalore,Summer,Water Bottle,317.068,335.8113,214
125,8401,Pune,Autumn,Rice,74.3856,76.6127,116
126,8094,Kolkata,Autumn,Heater,1759.1029,1865.9506,82
127,8745,Jaipur,Winter,Water Bottle,81.4515,91.7386,50
128,8094,Pune,Monsoon,Cold Drinks,82.9607,89.2154,81
129,8218,Pune,Summer,Water Bottle,254.2453,260.4688,188
130,8317,Hyderabad,Autumn,Jacket,1044.6073,1112.4218,141
131,8317,Bangalore,Summer,Cold Drinks,46.12,49.5612,255
132,8856,Jaipur,Autumn,Rice,85.1205,93.8675,84
133,8058,Chennai,Winter,Cold Drinks,61.8453,66.8788,36
134,8023,Mumbai,Summer,Sunscreen,122.8324,140.713,228
135,8745,Bangalore,Winter,Heater,2390.3231,2772.8839,276
136,8121,Kolkata,Autumn,Heater,951.9653,1046.4856,87
137,8401,Chennai,Monsoon,Raincoat,544.9561,590.0269,248
138,8094,Hyderabad,Summer,Cold Drinks,94.7382,101.2439,211
139,8058,Delhi,Winter,Sweater,474.8496,512.7182,257
140,8856,Mumbai,Winter,Raincoat,377.6352,432.4953,60
141,8634,Bangalore,Monsoon,Rice,75.4287,82.1538,124
142,8222,Delhi,Autumn,Cold Drinks,73.3069,75.4589,94
143,8856,Kolkata,Summer,Rice,61.707,67.0018,65
144,8222,Bangalore,Winter,Rice,106.8124,111.0436,116
145,8745,Kolkata,Autumn,Jacket,511.484,564.0014,120
146,8121,Jaipur,Winter,Heater,2523.3622,2621.47,206
147,8094,Kolkata,Summer,Sunscreen,183.6039,194.2767,163
148,8218,Kolkata,Winter,Jacket,868.5855,946.3857,199
149,8745,Jaipur,Monsoon,Raincoat,380.8974,415.9124,208
150,8218,Mumbai,Summer,Ice Cream,107.5827,125.0972,334
151,8094,Pune,Monsoon,Raincoat,543.7705,575.9328,227
152,8317,Jaipur,Autumn,Rice,90.5433,92.0077,83
153,8634,Hyderabad,Summer,Rice,99.017,102.4188,69
154,8745,Chennai,Winter,Cold Drinks,121.5807,123.8705,31
155,8058,Hyderabad,Summer,Sweater,497.1039,528.5001,39
156,8634,Jaipur,Summer,Sweater,633.3626,661.1263,34
157,8094,Chennai,Autumn,Water Bottle,144.8159,160.5757,94
158,8745,Delhi,Autumn,Raincoat,265.7856,290.9404,108
159,8745,Bangalore,Autumn,Water Bottle,247.7604,267.5935,124
160,8091,Pune,Autumn,Sweater,735.4646,759.3753,149
161,8121,Pune,Winter,Rice,88.9979,94.5773,111
162,8094,Kolkata,Winter,Heater,2613.4788,2648.9672,200
163,8745,Kolkata,Summer,Water Bottle,302.696,348.4474,150
164,8856,Hyderabad,Monsoon,Umbrella,270.9706,297.8189,262
165,8023,Mumbai,Winter,Sweater,652.6486,693.8949,299
166,8856,Chennai,Summer,Water Bottle,337.6491,374.3538,175
167,8401,Delhi,Monsoon,Rice,81.4097,95.2241,170
168,8094,Hyderabad,Autumn,Jacket,729.0791,798.6942,164
169,8091,Mumbai,Summer,Raincoat,254.0221,288.0389,28
170,8222,Mumbai,Autumn,Jacket,473.3648,518.9302,205
171,8856,Kolkata,Autumn,Rice,69.9046,77.9758,119
172,8222,Bangalore,Monsoon,Heater,2444.773,2775.7194,38
173,8091,Kolkata,Summer,Heater,1870.827,2092.3979,12
174,8856,Delhi,Winter,Raincoat,342.4807,376.3051,60
175,8094,Pune,Autumn,Rice,68.9593,80.0618,101
176,8317,Delhi,Monsoon,Cold Drinks,72.5402,84.9608,117
177,8095,Pune,Summer,Heater,759.291,859.6112,18
178,8222,Bangalore,Monsoon,Heater,998.1548,1029.0389,26
179,8094,Mumbai,Autumn,Heater,903.116,1018.7711,102
180,8121,Hyderabad,Monsoon,Sweater,672.7158,772.2049,49
181,8856,Pune,Autumn,Cold Drinks,35.7471,41.4302,101
182,8023,Bangalore,Autumn,Umbrella,270.0924,295.7604,61
183,8091,Pune,Summer,Sweater,455.6572,467.9329,24
184,8222,Pune,Autumn,Sweater,557.8519,612.0745,141
185,8218,Delhi,Summer,Umbrella,373.3866,387.1133,62
186,8317,Hyderabad,Autumn,Ice Cream,153.4942,167.9768,78
187,8091,Hyderabad,Summer,Heater,2127.9835,2337.4609,20
188,8058,Hyderabad,Monsoon,Sweater,360.6775,366.1381,35
189,8222,Kolkata,Monsoon,Raincoat,490.8537,565.7195,235
190,8218,Hyderabad,Winter,Rice,77.9592,84.3149,104
191,8222,Kolkata,Winter,Raincoat,250.9337,254.7543,45
192,8401,Jaipur,Winter,Jacket,744.5076,795.4191,158
193,8317,Kolkata,Autumn,Water Bottle,194.2089,215.0515,101
194,8401,Mumbai,Monsoon,Sunscreen,302.6309,341.2608,40
195,8401,Jaipur,Monsoon,Sweater,589.9883,659.523,28
196,8058,Delhi,Monsoon,Heater,2746.2577,2861.0254,27
197,8317,Chennai,Monsoon,Sweater,371.9502,381.0069,48
198,8745,Bangalore,Summer,Cold Drinks,100.0046,108.5666,225
199,8218,Jaipur,Summer,Rice,85.5356,89.7295,62
200,8218,Pune,Monsoon,Umbrella,144.0846,169.4413,297
201,8745,Hyderabad,Winter,Umbrella,222.0445,228.6491,28
202,8634,Mumbai,Winter,Jacket,664.3003,756.8046,244
203,8121,Bangalore,Autumn,Sunscreen,386.9109,403.6143,66
204,8058,Jaipur,Summer,Cold Drinks,82.8748,93.8367,184
205,8218,Kolkata,Winter,Water Bottle,268.2184,268.2444,75
206,8023,Hyderabad,Winter,Ice Cream,43.3694,45.4314,32
207,8094,Jaipur,Autumn,Cold Drinks,83.7417,86.3939,89
208,8063,Pune,Monsoon,Cold Drinks,92.271,97.4678,80
209,8856,Jaipur,Monsoon,Cold Drinks,127.6721,137.3498,76
210,8222,Pune,Autumn,Ice Cream,84.1988,90.4465,78
211,8218,Kolkata,Winter,Rice,106.6384,113.1587,109
212,8095,Pune,Monsoon,Water Bottle,337.387,396.9092,90
213,8634,Delhi,Autumn,Umbrella,142.6196,167.5074,105
214,8745,Mumbai,Summer,Sunscreen,273.5552,291.9125,236
215,8745,Mumbai,Monsoon,Ice Cream,118.6393,123.6031,78
216,8094,Kolkata,Winter,Heater,1280.7806,1431.9258,236
217,8218,Jaipur,Summer,Sunscreen,452.5935,495.089,164
218,8063,Chennai,Monsoon,Water Bottle,298.0808,335.3566,101
219,8058,Pune,Autumn,Heater,1722.2643,1828.2833,92
220,8222,Chennai,Autumn,Heater,2722.9721,2874.0099,84
221,8094,Kolkata,Winter,Water Bottle,86.2437,95.0225,58
222,8091,Delhi,Monsoon,Heater,1348.3586,1570.2756,45
223,8222,Mumbai,Summer,Umbrella,277.9935,299.3185,54
224,8094,Delhi,Winter,Rice,67.3212,69.2338,114
225,8634,Jaipur,Summer,Jacket,819.279,874.3519,23
226,8401,Mumbai,Autumn,Umbrella,201.1083,218.2398,72
227,8218,Delhi,Autumn,Water Bottle,321.5118,339.0451,113
228,8401,Bangalore,Winter,Heater,1153.4874,1355.828,244
229,8317,Delhi,Winter,Sunscreen,179.1377,188.0733,45
230,8634,Mumbai,Winter,Heater,2543.3285,2742.3938,282
231,8121,Jaipur,Winter,Heater,1819.8141,2044.6103,184
232,8121,Bangalore,Autumn,Heater,1170.3007,1339.6282,90
233,8218,Kolkata,Monsoon,Jacket,990.6237,1144.0723,40
234,8512,Pune,Summer,Water Bottle,224.7974,228.9504,174
235,8401,Kolkata,Winter,Ice Cream,63.9271,65.7216,33
236,8634,Kolkata,Autumn,Ice Cream,61.1605,70.9013,66
237,8218,Mumbai,Autumn,Cold Drinks,102.1683,109.7406,100
238,8058,Bangalore,Winter,Ice Cream,125.8999,126.6027,40
239,8512,Chennai,Monsoon,Sunscreen,139.6762,141.0039,29
240,8095,Chennai,Monsoon,Rice,101.6141,106.2591,127
241,8091,Hyderabad,Winter,Heater,883.2778,900.6325,282
242,8634,Chennai,Autumn,Umbrella,270.9911,298.599,81
243,8401,Mumbai,Winter,Umbrella,181.191,213.1272,36
244,8745,Delhi,Summer,Sweater,470.8675,513.0907,35
245,8856,Pune,Summer,Sweater,695.4394,719.9736,42
246,8058,Bangalore,Monsoon,Umbrella,338.3436,387.7159,296
247,8634,Kolkata,Monsoon,Sunscreen,323.2952,355.4104,33
248,8023,Bangalore,Monsoon,Rice,75.9689,79.2446,121
249,8634,Bangalore,Autumn,Rice,89.7131,99.1,124
250,8512,Jaipur,Monsoon,Heater,1012.9384,1150.3406,28
251,8023,Jaipur,Monsoon,Cold Drinks,116.7764,123.7126,63
252,8023,Jaipur,Autumn,Water Bottle,268.8642,277.3281,93
253,8745,Hyderabad,Monsoon,Rice,85.5535,96.4384,124
254,8058,Jaipur,Summer,Raincoat,385.3329,432.7886,24
255,8121,Bangalore,Autumn,Rice,52.2522,60.6972,128
256,8745,Pune,Monsoon,Raincoat,302.1767,316.665,255
257,8512,Hyderabad,Summer,Heater,2303.3732,2393.4277,20
258,8091,Chennai,Summer,Raincoat,427.3009,447.2623,30
259,8121,Jaipur,Winter,Rice,78.6035,91.0627,82
260,8745,Mumbai,Summer,Sweater,430.2033,478.9007,35
261,8222,Delhi,Winter,Water Bottle,295.8528,336.1877,97
262,8512,Mumbai,Autumn,Umbrella,351.3189,374.0553,81
263,8222,Pune,Autumn,Jacket,948.5277,967.2484,161
264,8745,Chennai,Winter,Ice Cream,135.96,145.7312,26
265,8317,Hyderabad,Winter,Umbrella,140.1008,160.1885,43
266,8401,Delhi,Winter,Ice Cream,132.7958,144.0471,29
267,8317,Bangalore,Monsoon,Sweater,659.2176,672.1395,57
268,8512,Delhi,Winter,Cold Drinks,100.6559,111.8589,51
269,8401,Bangalore,Autumn,Water Bottle,184.6031,209.0436,121
270,8856,Pune,Summer,Ice Cream,111.7668,114.0197,253
271,8317,Kolkata,Autumn,Sweater,589.993,614.3824,119
272,8512,Jaipur,Winter,Rice,85.2267,90.8398,94
273,8023,Delhi,Autumn,Sweater,725.7385,736.7116,141
274,8222,Delhi,Monsoon,Umbrella,199.723,220.9636,299
275,8634,Delhi,Autumn,Sunscreen,342.0192,393.2452,63
276,8063,Jaipur,Winter,Ice Cream,127.9228,141.2065,18
277,8222,Kolkata,Summer,Raincoat,352.0937,396.9111,31
278,8634,Pune,Winter,Heater,1969.7182,2074.7128,261
279,8058,Mumbai,Monsoon,Jacket,1044.717,1175.5299,54
280,8023,Pune,Summer,Heater,1925.5647,2117.1708,17
281,8856,Pune,Monsoon,Water Bottle,90.6271,103.519,86
282,8634,Delhi,Autumn,Jacket,660.7865,744.71,176
283,8091,Mumbai,Autumn,Raincoat,228.4595,267.0477,82
284,8856,Kolkata,Autumn,Sunscreen,394.4773,412.7161,63
285,8512,Pune,Monsoon,Raincoat,244.7259,282.3365,273
286,8745,Delhi,Summer,Sunscreen,406.2471,474.6423,261
287,8058,Kolkata,Summer,Sunscreen,132.5192,141.3236,171
288,8317,Chennai,Summer,Cold Drinks,124.3469,146.1631,223
289,8218,Delhi,Summer,Jacket,767.4273,864.0898,47
290,8095,Pune,Autumn,Raincoat,218.6318,255.8605,73
291,8063,Jaipur,Winter,Water Bottle,275.0096,314.5277,63
292,8091,Pune,Autumn,Raincoat,479.7103,547.2569,61
293,8091,Pune,Monsoon,Water Bottle,170.3336,199.775,95
294,8091,Delhi,Autumn,Heater,2159.3903,2490.7426,113
295,8745,Chennai,Summer,Rice,69.2083,72.9405,84
296,8023,Mumbai,Winter,Cold Drinks,128.5295,149.9355,53
297,8091,Mumbai,Summer,Jacket,421.9832,472.3854,49
298,8063,Delhi,Summer,Raincoat,314.3186,330.8133,33
299,8095,Delhi,Summer,Jacket,640.9005,653.7566,33
300,8121,Hyderabad,Winter,Ice Cream,36.7756,40.9214,35
301,8317,Pune,Monsoon,Sunscreen,235.0898,252.1679,27
302,8091,Jaipur,Summer,Umbrella,178.0655,206.8174,28
303,8121,Hyderabad,Winter,Water Bottle,298.7875,322.9902,80
304,8317,Jaipur,Autumn,Cold Drinks,79.1601,92.71,85
305,8218,Chennai,Summer,Cold Drinks,86.8539,97.9286,225
306,8856,Bangalore,Autumn,Ice Cream,162.8866,170.0777,72
307,8634,Kolkata,Monsoon,Ice Cream,157.9149,183.4743,54
308,8218,Chennai,Monsoon,Umbrella,163.4434,165.0668,253
309,8094,Delhi,Winter,Sweater,382.4355,428.3883,278
310,8634,Pune,Autumn,Umbrella,254.9171,295.233,86
311,8095,Delhi,Summer,Sweater,660.6176,711.587,35
312,8856,Chennai,Winter,Ice Cream,118.6132,124.0261,28
313,8091,Delhi,Summer,Water Bottle,341.4243,373.6808,210
314,8058,Mumbai,Autumn,Heater,1697.5423,1958.2982,100
315,8222,Hyderabad,Winter,Sunscreen,401.1516,453.6826,43
316,8856,Delhi,Autumn,Water Bottle,192.6882,195.4472,139
317,8091,Delhi,Monsoon,Sunscreen,211.9457,220.8242,37
318,8512,Pune,Winter,Jacket,449.5477,476.4283,211
319,8222,Delhi,Summer,Rice,102.0677,104.2124,110
320,8023,Mumbai,Winter,Sunscreen,335.7609,356.7886,56
321,8317,Mumbai,Winter,Jacket,795.9525,797.4135,271
322,8222,Kolkata,Winter,Umbrella,239.0086,260.6792,33
323,8091,Bangalore,Monsoon,Heater,937.0016,1082.4674,34
324,8058,Delhi,Autumn,Ice Cream,145.578,163.6196,72
325,8091,Chennai,Monsoon,Jacket,582.2873,658.6972,45
326,8222,Chennai,Summer,Rice,104.4646,109.9118,74
327,8401,Jaipur,Summer,Heater,2592.885,2736.174,13
328,8512,Kolkata,Winter,Umbrella,169.4952,197.5812,36
329,8095,Hyderabad,Summer,Umbrella,305.9767,332.6626,42
330,8058,Chennai,Winter,Sweater,738.0776,780.8329,204
331,8317,Hyderabad,Winter,Jacket,899.0246,1057.4452,201
332,8512,Jaipur,Autumn,Umbrella,337.9631,381.7945,69
333,8094,Jaipur,Winter,Sunscreen,381.1661,394.8721,27
334,8218,Hyderabad,Summer,Sweater,528.2027,611.7928,29
335,8091,Kolkata,Autumn,Raincoat,226.6598,263.7216,58
336,8091,Pune,Winter,Cold Drinks,73.8696,81.9,41
337,8091,Bangalore,Monsoon,Sweater,436.0506,439.8518,56
338,8222,Hyderabad,Monsoon,Raincoat,398.3163,398.7854,271
339,8063,Delhi,Autumn,Rice,65.1479,66.982,124
340,8745,Jaipur,Winter,Raincoat,226.1909,256.5112,47
341,8218,Pune,Summer,Umbrella,184.5325,193.3811,51
342,8745,Chennai,Winter,Water Bottle,298.537,343.1938,74
343,8091,Chennai,Monsoon,Rice,92.9752,96.3752,134
344,8063,Bangalore,Monsoon,Jacket,1007.0954,1060.1606,43
345,8121,Kolkata,Winter,Sweater,365.5494,367.5831,191
346,8512,Kolkata,Monsoon,Sweater,450.0304,519.7558,35
347,8634,Bangalore,Winter,Cold Drinks,97.3369,111.5221,57
348,8023,Bangalore,Winter,Water Bottle,136.3383,147.7617,80
349,8634,Pune,Autumn,Jacket,651.6823,744.2697,154
350,8218,Chennai,Winter,Umbrella,185.4473,194.4416,26
351,8063,Chennai,Monsoon,Heater,2441.205,2590.7346,24
352,8634,Chennai,Autumn,Raincoat,322.1313,370.4334,77
353,8856,Hyderabad,Autumn,Umbrella,220.678,241.9398,72
354,8222,Kolkata,Summer,Raincoat,519.5322,585.5289,33
355,8401,Kolkata,Winter,Raincoat,292.9972,303.9253,46
356,8023,Mumbai,Summer,Sunscreen,409.6041,433.7213,247
357,8023,Kolkata,Autumn,Sweater,432.2174,485.7043,110
358,8856,Kolkata,Autumn,Ice Cream,55.5151,63.878,51
359,8063,Jaipur,Autumn,Cold Drinks,83.7154,92.362,80
360,8634,Hyderabad,Winter,Sunscreen,419.7517,482.4889,52
361,8121,Mumbai,Summer,Rice,93.4971,108.533,84
362,8317,Delhi,Winter,Heater,1716.4649,1815.2504,314
363,8121,Bangalore,Winter,Heater,1277.7648,1299.3223,266
364,8121,Kolkata,Monsoon,Sunscreen,366.0746,394.9735,29
365,8121,Kolkata,Autumn,Jacket,945.9763,996.9658,143
366,8094,Jaipur,Summer,Sunscreen,275.5582,303.4317,171
367,8745,Chennai,Monsoon,Sweater,652.4144,687.3268,50
368,8401,Delhi,Summer,Sunscreen,351.2516,364.1211,228
369,8058,Pune,Autumn,Rice,75.0361,77.7267,125
370,8218,Delhi,Monsoon,Cold Drinks,36.5514,41.147,85
371,8745,Mumbai,Summer,Jacket,705.7921,824.2417,58
372,8317,Kolkata,Autumn,Heater,969.6977,1050.7046,75
373,8512,Delhi,Monsoon,Water Bottle,186.2149,188.2456,124
374,8218,Mumbai,Autumn,Water Bottle,273.7828,276.1407,152
375,8063,Kolkata,Autumn,Umbrella,351.9817,371.7312,52
376,8317,Jaipur,Winter,Ice Cream,160.5847,180.683,30
377,8095,Kolkata,Summer,Sunscreen,472.7997,491.3589,166
378,8222,Chennai,Autumn,Raincoat,446.335,501.2749,86
379,8634,Kolkata,Winter,Cold Drinks,52.2505,54.4902,47
380,8856,Pune,Monsoon,Ice Cream,167.5181,174.5125,55
381,8023,Kolkata,Summer,Heater,1858.4321,2146.2691,16
382,8634,Hyderabad,Monsoon,Jacket,881.787,1008.8972,50
383,8317,Jaipur,Autumn,Rice,102.6444,104.5027,83
384,8121,Bangalore,Autumn,Water Bottle,260.4014,290.4193,120
385,8745,Pune,Monsoon,Cold Drinks,76.5272,79.0923,86
386,8063,Hyderabad,Winter,Water Bottle,340.0346,348.7885,72
387,8745,Mumbai,Winter,Sunscreen,222.2213,247.1763,67
388,8856,Pune,Winter,Heater,1654.4618,1904.5105,270
389,8634,Chennai,Autumn,Water Bottle,341.3883,363.5826,88
390,8058,Kolkata,Winter,Heater,1018.7565,1192.4197,245
391,8063,Chennai,Summer,Sweater,491.7113,501.1636,34
392,8094,Jaipur,Summer,Water Bottle,242.5623,259.6751,155
393,8095,Hyderabad,Winter,Umbrella,211.7486,217.4552,28
394,8856,Hyderabad,Monsoon,Raincoat,459.9428,478.1663,272
395,8023,Pune,Autumn,Umbrella,226.794,260.0497,79
396,8091,Pune,Summer,Cold Drinks,69.4865,80.8564,227
397,8401,Pune,Monsoon,Jacket,1085.0213,1146.4907,56
398,8058,Chennai,Autumn,Raincoat,573.8349,596.4506,64
399,8218,Delhi,Autumn,Sunscreen,157.1649,173.7905,76
400,8094,Kolkata,Monsoon,Rice,89.2467,95.1486,105
401,8091,Bangalore,Summer,Umbrella,342.3753,385.1698,51
402,8317,Bangalore,Summer,Sunscreen,267.5926,292.3624,196
403,8063,Hyderabad,Winter,Sweater,320.2379,324.921,246
404,8091,Jaipur,Summer,Sweater,596.6173,682.7564,27
405,8512,Mumbai,Monsoon,Sweater,624.3876,628.4776,57
406,8317,Hyderabad,Winter,Ice Cream,78.3985,79.5166,31
407,8317,Jaipur,Autumn,Raincoat,362.9044,371.5548,54
408,8512,Mumbai,Summer,Sweater,272.2631,316.8068,42
409,8218,Kolkata,Autumn,Cold Drinks,76.8775,85.2205,84
410,8095,Jaipur,Autumn,Sweater,357.5588,363.9941,108
411,8317,Delhi,Autumn,Heater,1316.936,1372.3471,114
412,8023,Delhi,Summer,Umbrella,291.0965,331.2889,62
413,8094,Bangalore,Summer,Sunscreen,309.9029,343.4109,230
414,8095,Kolkata,Autumn,Water Bottle,103.2854,108.4289,80
415,8091,Jaipur,Summer,Cold Drinks,78.6436,84.4376,196
416,8058,Mumbai,Summer,Cold Drinks,45.0091,48.9898,251
417,8317,Kolkata,Summer,Cold Drinks,99.7663,113.0607,189
418,8095,Jaipur,Autumn,Umbrella,291.4189,312.7434,65
